service_id,date,exception_type
A20120610WKD,20120704,2
A20120610SAT,20120704,1
A20120610WKD,20120903,2
A20120610SUN,20120903,1
B20120610WKD,20120704,2
B20120610SAT,20120704,1
B20120610WKD,20120903,2
B20120610SUN,20120903,1
B20120610WKD,20121122,2
B20120610SUN,20121122,1
R20100324WKD,20120704,2
R20100324SAT,20120704,1
R20100324WKD,20120903,2
R20100324SUN,20120903,1
R20100324WKD,20121122,2
R20100324SUN,20121122,1
R20100324WKD,20121225,2
S20100324SUN,20121225,1
