
Too Fast messages are printed when the interpolated speeds exceed
the following:
     Trains/Subway - 41 mph
     Express Buses - 41 mph
     Ferries       - 15 mph
     All others    - 30 mph

Route ID, Stop Group, TimePoints (sequence), time, distance, speed
  23532: B    C21-W-W-1    37- 49   hrs=0.1000 mi= 3.316 mph=33.2
  23533: B    C21-W-W-2     1- 21   hrs=0.1667 mi=12.056 mph=72.3
   1173: B    C22-E-W-1    68- 75   hrs=0.0833 mi= 4.273 mph=51.3
   1174: B    C22-E-W-2    68- 75   hrs=0.0667 mi= 4.273 mph=64.1
   1175: B    C22-W-W-1     1-  7   hrs=0.0667 mi= 2.382 mph=35.7
   1176: B    C22-W-W-2     3- 10   hrs=0.0667 mi= 2.889 mph=43.3
   1177: B    C26-E-W-1    12- 17   hrs=0.0667 mi= 2.079 mph=31.2
   1178: B    C26-E-W-2    12- 17   hrs=0.0667 mi= 2.079 mph=31.2
   1179: B    C26-W-W-1    21- 34   hrs=0.0667 mi= 2.095 mph=31.4
  23534: B    C28-N-W-1     1- 14   hrs=0.0833 mi= 3.819 mph=45.8
  23535: B    C28-N-W-2     1- 14   hrs=0.1167 mi= 3.819 mph=32.7
  23538: B    C28-S-W-1     1-  4   hrs=0.2000 mi= 7.752 mph=38.8
   1427: B    C29-E-S-1     1- 13   hrs=0.0833 mi= 2.764 mph=33.2
   1429: B    C29-W-S-1    26- 44   hrs=0.1167 mi= 4.727 mph=40.5
   1430: B    C29-W-S-2    17- 33   hrs=0.1167 mi= 4.111 mph=35.2
   1428: B    C29-E-U-1     1- 13   hrs=0.0833 mi= 2.764 mph=33.2
   1431: B    C29-W-U-1     1-  8   hrs=0.0500 mi= 2.438 mph=48.8
   1432: B    C29-W-U-2    17- 33   hrs=0.1167 mi= 4.111 mph=35.2
  32127: B     C4-E-S-1     1- 12   hrs=0.0667 mi= 3.421 mph=51.3
  32137: B     C4-W-S-1    70- 83   hrs=0.1000 mi= 3.154 mph=31.5
  32138: B     C4-W-S-2    46- 57   hrs=0.0500 mi= 1.816 mph=36.3
  32129: B     C4-E-U-2     1- 12   hrs=0.0667 mi= 3.421 mph=51.3
  32139: B     C4-W-U-1    68- 78   hrs=0.0833 mi= 3.448 mph=41.4
  32141: B     C4-W-U-3    91-101   hrs=0.0833 mi= 3.448 mph=41.4
  32125: B     C4-E-W-1     1- 12   hrs=0.0833 mi= 3.421 mph=41.1
  32126: B     C4-E-W-2     1- 12   hrs=0.0667 mi= 3.421 mph=51.3
  32131: B     C4-W-W-1    91-101   hrs=0.0667 mi= 3.448 mph=51.7
  32132: B     C4-W-W-2    91-101   hrs=0.0667 mi= 3.448 mph=51.7
  32135: B     C4-W-W-5    75- 85   hrs=0.0667 mi= 3.448 mph=51.7
  32136: B     C4-W-W-6    91-101   hrs=0.0500 mi= 3.448 mph=69.0
  15874: B     C8-E-S-1    48- 61   hrs=0.1000 mi= 3.013 mph=30.1
  15875: B     C8-E-S-2    18- 31   hrs=0.0833 mi= 3.013 mph=36.2
  15876: B     C8-E-S-3    48- 61   hrs=0.0833 mi= 3.013 mph=36.2
  15881: B     C8-W-S-2    24- 32   hrs=0.0500 mi= 1.781 mph=35.6
  15882: B     C8-W-S-3    78- 86   hrs=0.0500 mi= 1.781 mph=35.6
  15873: B     C8-E-W-2    48- 61   hrs=0.1000 mi= 3.013 mph=30.1
  23546: B    D12-E-S-1    74- 86   hrs=0.1167 mi= 3.937 mph=33.7
  23551: B    D12-W-S-1     1- 18   hrs=0.1167 mi= 4.620 mph=39.6
  23547: B    D12-E-U-1    74- 86   hrs=0.1167 mi= 3.937 mph=33.7
  23552: B    D12-W-U-1    18- 28   hrs=0.0667 mi= 2.386 mph=35.8
  23549: B    D12-W-W-1    16- 30   hrs=0.0667 mi= 2.129 mph=31.9
  23550: B    D12-W-W-2     1- 18   hrs=0.1333 mi= 4.620 mph=34.6
  15893: B    D13-E-W-2    76- 94   hrs=0.1333 mi= 4.266 mph=32.0
  15894: B    D13-W-W-1    14- 33   hrs=0.1833 mi= 6.384 mph=34.8
  16331: B    D14-E-S-1    90-108   hrs=0.1333 mi= 4.266 mph=32.0
  16332: B    D14-E-S-2     1- 22   hrs=0.1500 mi= 4.947 mph=33.0
  16338: B    D14-W-S-1    14- 36   hrs=0.2000 mi= 7.647 mph=38.2
  16339: B    D14-W-S-2     1- 26   hrs=0.1833 mi= 5.615 mph=30.6
  16334: B    D14-E-U-1    23- 33   hrs=0.1167 mi= 3.742 mph=32.1
  16340: B    D14-W-U-1    14- 36   hrs=0.1667 mi= 7.647 mph=45.9
  16341: B    D14-W-U-2    53- 62   hrs=0.1167 mi= 3.889 mph=33.3
  16329: B    D14-E-W-1    59- 90   hrs=0.1833 mi= 6.053 mph=33.0
  16335: B    D14-W-W-1    14- 36   hrs=0.1667 mi= 7.647 mph=45.9
  16336: B    D14-W-W-2    14- 34   hrs=0.2000 mi= 7.110 mph=35.6
  15906: B     D6-W-S-1    71- 92   hrs=0.1167 mi= 3.643 mph=31.2
  15907: B     D6-W-U-1    71- 92   hrs=0.1167 mi= 3.643 mph=31.2
   1730: B     E2-W-W-2    48- 61   hrs=0.0833 mi= 2.538 mph=30.5
   1212: B     E3-E-S-1    50- 66   hrs=0.1333 mi= 4.045 mph=30.3
   1213: B     E3-E-U-1    50- 66   hrs=0.1333 mi= 4.045 mph=30.3
   1731: B     E4-E-W-1     1- 11   hrs=0.1333 mi= 4.786 mph=35.9
   1732: B     E4-E-W-2    42- 52   hrs=0.1333 mi= 4.786 mph=35.9
   1733: B     E4-W-W-1    26- 39   hrs=0.0833 mi= 2.538 mph=30.5
   2112: B     F1-S-W-1     9- 25   hrs=0.0833 mi= 2.501 mph=30.0
   1221: B    F13-E-W-1    23- 42   hrs=0.1167 mi= 4.981 mph=42.7
   1222: B    F13-E-W-2    60- 79   hrs=0.1167 mi= 4.981 mph=42.7
   1223: B    F13-E-W-3    48- 60   hrs=0.0500 mi= 1.770 mph=35.4
   1224: B    F13-W-W-1     5- 17   hrs=0.0500 mi= 1.735 mph=34.7
   1227: B    F14-N-S-1    99-106   hrs=0.0500 mi= 1.735 mph=34.7
   1230: B    F14-S-S-1     1-  9   hrs=0.0333 mi= 1.384 mph=41.5
   1226: B    F14-N-W-2    67- 77   hrs=0.0500 mi= 1.517 mph=30.3
   1228: B    F14-S-W-1    15- 28   hrs=0.0833 mi= 2.585 mph=31.0
   2116: B     F2-N-S-1    35- 38   hrs=0.0333 mi= 1.014 mph=30.4
   2120: B     F2-S-S-1    75- 84   hrs=0.0833 mi= 2.682 mph=32.2
   2121: B     F2-S-S-2    29- 38   hrs=0.0833 mi= 2.682 mph=32.2
   2117: B     F2-N-U-1    35- 38   hrs=0.0333 mi= 1.014 mph=30.4
   2122: B     F2-S-U-1    63- 75   hrs=0.0667 mi= 2.122 mph=31.8
   2113: B     F2-N-W-1    35- 38   hrs=0.0333 mi= 1.014 mph=30.4
   2115: B     F2-N-W-3    35- 38   hrs=0.0333 mi= 1.014 mph=30.4
   2118: B     F2-S-W-1    48- 52   hrs=0.0333 mi= 1.410 mph=42.3
  32155: B     F6-E-W-1     1- 17   hrs=0.0667 mi= 3.568 mph=53.5
  32156: B     F6-E-W-2    37- 52   hrs=0.0667 mi= 3.568 mph=53.5
  32157: B     F6-W-W-1    14- 31   hrs=0.1833 mi= 6.286 mph=34.3
  32159: B     F6-W-W-3     1- 14   hrs=0.1000 mi= 3.242 mph=32.4
   1244: B     F8-E-W-1    58- 70   hrs=0.0667 mi= 2.122 mph=31.8
   1518: B    G12-W-S-1    10- 19   hrs=0.1167 mi=38.180 mph=327.3
   1517: B    G12-W-W-1    10- 19   hrs=0.1000 mi=38.180 mph=381.8
   2123: B    G13-E-W-1    23- 29   hrs=0.0667 mi= 2.226 mph=33.4
   2125: B    G14-E-W-1     7- 13   hrs=0.0667 mi= 2.226 mph=33.4
   2126: B    G14-E-W-2    27- 33   hrs=0.0667 mi= 2.226 mph=33.4
   1520: B    G16-E-S-1    27- 33   hrs=0.0667 mi= 2.226 mph=33.4
   1522: B    G16-W-S-1    18- 31   hrs=0.0667 mi= 2.873 mph=43.1
   1519: B    G16-E-W-1    27- 33   hrs=0.0667 mi= 2.226 mph=33.4
   1521: B    G16-W-W-1    18- 31   hrs=0.0667 mi= 2.873 mph=43.1
   2522: B     H6-W-S-1     1-  9   hrs=0.0333 mi= 1.234 mph=37.0
   2523: B     H6-W-S-2     1-  9   hrs=0.0333 mi= 1.234 mph=37.0
   2524: B     H6-W-U-1     1-  9   hrs=0.0333 mi= 1.234 mph=37.0
   2525: B     H6-W-U-2     1-  9   hrs=0.0333 mi= 1.234 mph=37.0
   2520: B     H6-W-W-1     1-  9   hrs=0.0333 mi= 1.234 mph=37.0
   2521: B     H6-W-W-2     1-  9   hrs=0.0333 mi= 1.234 mph=37.0
   1259: B    J13-W-S-1     1- 14   hrs=0.1000 mi= 3.351 mph=33.5
   6281: B     J2-E-S-1    43- 52   hrs=0.0500 mi= 1.566 mph=31.3
   6286: B     J2-W-S-1    11- 20   hrs=0.0500 mi= 1.562 mph=31.2
   6282: B     J2-E-U-1    10- 22   hrs=0.0667 mi= 2.064 mph=31.0
   6287: B     J2-W-U-1    11- 20   hrs=0.0500 mi= 1.562 mph=31.2
   6279: B     J2-E-W-1    17- 26   hrs=0.0333 mi= 1.566 mph=47.0
   6280: B     J2-E-W-2    43- 52   hrs=0.0333 mi= 1.566 mph=47.0
   1601: B     J3-W-W-1    60- 68   hrs=0.0500 mi= 2.064 mph=41.3
   1602: B     J3-W-W-2    54- 62   hrs=0.0500 mi= 2.064 mph=41.3
  23933: B     J4-E-W-1     6-  9   hrs=0.0500 mi= 1.511 mph=30.2
  23935: B     J4-W-W-1     3-  6   hrs=0.0500 mi= 1.526 mph=30.5
   1262: B     J5-E-W-1     1- 17   hrs=0.1333 mi= 4.467 mph=33.5
   1263: B     J5-W-W-1     6- 16   hrs=0.1667 mi= 7.494 mph=45.0
   1264: B     J5-W-W-2     6- 16   hrs=0.1833 mi= 7.494 mph=40.9
  23937: X     J7-N-W-1    11- 17   hrs=0.3167 mi=14.253 mph=45.0
  23939: X     J7-S-W-1     1-  7   hrs=0.4333 mi=14.270 mph=32.9
  23943: X     J9-S-W-1     5-  8   hrs=0.4167 mi=12.961 mph=31.1
   1265: B    K11-N-S-1    22- 29   hrs=0.0333 mi= 1.026 mph=30.8
   1266: B    K11-N-U-1    46- 50   hrs=0.0333 mi= 1.325 mph=39.7
   1267: B    K11-S-U-1     1-  5   hrs=0.0500 mi= 1.524 mph=30.5
   3285: B    K12-S-S-1    18- 27   hrs=0.1167 mi= 3.502 mph=30.0
   3286: B    K12-S-U-1    18- 27   hrs=0.1000 mi= 3.502 mph=35.0
   3275: B    K12-N-W-1    15- 21   hrs=0.0667 mi= 2.518 mph=37.8
   3281: B    K12-S-W-1    18- 27   hrs=0.1167 mi= 3.502 mph=30.0
   3283: B    K12-S-W-3    18- 27   hrs=0.1000 mi= 3.502 mph=35.0
   3284: B    K12-S-W-4    18- 27   hrs=0.1167 mi= 3.502 mph=30.0
   1607: B     K6-N-S-1    13- 30   hrs=0.1000 mi= 3.081 mph=30.8
   1608: B     K6-S-S-1     1- 16   hrs=0.0833 mi= 3.242 mph=38.9
   1609: B     K6-N-U-1    42- 61   hrs=0.1500 mi= 4.780 mph=31.9
   1611: B     K6-N-W-1    13- 30   hrs=0.1000 mi= 3.081 mph=30.8
   1612: B     K6-N-W-2    42- 61   hrs=0.1500 mi= 4.780 mph=31.9
   1276: B     L8-N-W-1    22- 36   hrs=0.0833 mi= 2.901 mph=34.8
   1277: B     L8-S-W-1     1- 10   hrs=0.0500 mi= 1.926 mph=38.5
   1766: B     M4-S-W-1    21- 28   hrs=0.0833 mi= 2.738 mph=32.9
   1767: B     M4-S-W-2    21- 27   hrs=0.0667 mi= 2.532 mph=38.0
  15931: B     M6-E-S-1     1-  5   hrs=0.0500 mi= 1.524 mph=30.5
  15932: B     M6-E-U-1     1-  5   hrs=0.0500 mi= 1.524 mph=30.5
  15938: B     M6-W-U-2    18- 26   hrs=0.0500 mi= 1.523 mph=30.5
  15930: B     M6-E-W-1     1-  5   hrs=0.0500 mi= 1.524 mph=30.5
  15934: B     M6-W-W-2    26- 30   hrs=0.0333 mi= 1.325 mph=39.7
   3289: B     N6-E-S-1    35- 42   hrs=0.0333 mi= 2.528 mph=75.8
   3293: B     N6-W-S-1    39- 48   hrs=0.0500 mi= 1.575 mph=31.5
   3290: B     N6-E-U-1    35- 42   hrs=0.0333 mi= 2.528 mph=75.8
   3294: B     N6-W-U-1    24- 34   hrs=0.0500 mi= 1.537 mph=30.7
   3288: B     N6-E-W-1    35- 42   hrs=0.0500 mi= 2.528 mph=50.6
  15940: B    NH1-E-S-1     7- 14   hrs=0.1667 mi= 5.405 mph=32.4
  15944: B    NH1-W-S-1     1-  8   hrs=0.1667 mi= 5.552 mph=33.3
  15945: B    NH1-W-S-2     1-  8   hrs=0.1500 mi= 5.552 mph=37.0
  15941: B    NH1-E-U-1     7- 14   hrs=0.1667 mi= 5.405 mph=32.4
  15946: B    NH1-W-U-1     1-  8   hrs=0.1667 mi= 5.552 mph=33.3
  15947: B    NH1-W-U-2     1-  8   hrs=0.1500 mi= 5.552 mph=37.0
  15939: B    NH1-E-W-1     7- 14   hrs=0.1667 mi= 5.405 mph=32.4
  15942: B    NH1-W-W-1     1-  8   hrs=0.1667 mi= 5.552 mph=33.3
  15943: B    NH1-W-W-2     1-  8   hrs=0.1333 mi= 5.552 mph=41.6
   3301: B    P12-E-S-1    78- 94   hrs=0.0833 mi= 2.928 mph=35.1
   3302: B    P12-E-S-2    82- 98   hrs=0.0667 mi= 2.928 mph=43.9
   3309: B    P12-W-S-1    43- 50   hrs=0.1000 mi= 3.995 mph=39.9
   3310: B    P12-W-S-2     1- 13   hrs=0.1000 mi= 3.073 mph=30.7
   3303: B    P12-E-U-1    78- 94   hrs=0.0833 mi= 2.928 mph=35.1
   3304: B    P12-E-U-2    82- 98   hrs=0.0833 mi= 2.928 mph=35.1
   3311: B    P12-W-U-1     1- 13   hrs=0.1000 mi= 3.073 mph=30.7
   3312: B    P12-W-U-2     1- 13   hrs=0.1000 mi= 3.073 mph=30.7
   3296: B    P12-E-W-1    78- 94   hrs=0.0833 mi= 2.928 mph=35.1
   3297: B    P12-E-W-2    82- 98   hrs=0.0833 mi= 2.928 mph=35.1
   3307: B    P12-W-W-1    43- 50   hrs=0.1167 mi= 3.995 mph=34.2
   3308: B    P12-W-W-2     1- 13   hrs=0.1000 mi= 3.073 mph=30.7
  32175: X    P17-S-W-1    22- 29   hrs=0.0833 mi= 2.945 mph=35.3
   1295: B    P18-N-W-1    35- 42   hrs=0.1000 mi= 3.036 mph=30.4
   1296: B    P18-S-W-1    13- 20   hrs=0.0833 mi= 2.945 mph=35.3
  32179: X    P19-S-W-1    22- 29   hrs=0.0833 mi= 2.945 mph=35.3
  16292: B     P6-N-W-3    14- 25   hrs=0.0667 mi= 2.294 mph=34.4
  15964: B     Q1-S-S-1    29- 40   hrs=0.0833 mi= 2.701 mph=32.4
  15960: B     Q1-N-W-1    63- 72   hrs=0.0667 mi= 2.145 mph=32.2
  15963: B     Q1-S-W-1    29- 40   hrs=0.0833 mi= 2.701 mph=32.4
  15968: B     Q2-N-S-1    72- 79   hrs=0.0500 mi= 1.836 mph=36.7
  15971: B     Q2-S-S-1    35- 46   hrs=0.0833 mi= 2.701 mph=32.4
  15966: B     Q2-N-W-1    72- 79   hrs=0.0500 mi= 1.836 mph=36.7
  15981: B     Q4-S-S-1    14- 25   hrs=0.0833 mi= 2.701 mph=32.4
  15972: B     Q4-N-W-1    39- 49   hrs=0.0667 mi= 2.108 mph=31.6
  15973: B     Q4-N-W-2    39- 49   hrs=0.0667 mi= 2.108 mph=31.6
  15974: B     Q4-N-W-3    39- 49   hrs=0.0667 mi= 2.108 mph=31.6
  15979: B     Q4-S-W-1    14- 25   hrs=0.0833 mi= 2.701 mph=32.4
  15988: B     Q6-N-S-1    47- 54   hrs=0.0500 mi= 1.836 mph=36.7
  15990: B     Q6-S-S-1    14- 25   hrs=0.0833 mi= 2.701 mph=32.4
  15987: B     Q6-N-W-1    47- 54   hrs=0.0500 mi= 1.836 mph=36.7
  16729: B     R2-S-S-8     9- 24   hrs=0.1000 mi= 3.381 mph=33.8
  16730: B     R2-S-U-8     9- 24   hrs=0.1000 mi= 3.381 mph=33.8
  32181: B     R3-N-W-1    22- 34   hrs=0.1000 mi= 4.629 mph=46.3
  32182: B     R3-S-W-1     1- 12   hrs=0.1167 mi= 4.536 mph=38.9
  16684: B    REX-N-S-1     1-  5   hrs=0.0667 mi= 2.142 mph=32.1
  16686: B    REX-S-S-1    23- 29   hrs=0.0500 mi= 2.055 mph=41.1
  16688: B    REX-N-U-1     1-  5   hrs=0.0667 mi= 2.142 mph=32.1
  16690: B    REX-S-U-1    23- 29   hrs=0.0500 mi= 2.055 mph=41.1
  16692: B    REX-N-W-1     8- 14   hrs=0.1167 mi= 3.563 mph=30.5
  16694: B    REX-S-W-1    23- 29   hrs=0.0667 mi= 2.055 mph=30.8
  32198: B     S2-S-S-1    23- 34   hrs=0.0500 mi= 1.533 mph=30.7
  32187: B     S2-N-U-1    57- 63   hrs=0.0333 mi= 1.054 mph=31.6
  32199: B     S2-S-U-1    12- 23   hrs=0.0500 mi= 1.507 mph=30.1
  32185: B     S2-N-W-3    57- 63   hrs=0.0333 mi= 1.054 mph=31.6
  32190: B     S2-S-W-1     1- 11   hrs=0.0500 mi= 1.610 mph=32.2
  32197: B     S2-S-W-8    23- 34   hrs=0.0500 mi= 1.533 mph=30.7
  32212: B     S4-S-S-1    19- 30   hrs=0.0500 mi= 1.533 mph=30.7
  32213: B     S4-S-S-2    19- 30   hrs=0.0500 mi= 1.533 mph=30.7
  32215: B     S4-S-U-2    19- 30   hrs=0.0500 mi= 1.533 mph=30.7
  32211: B     S4-S-W-3    19- 30   hrs=0.0500 mi= 1.533 mph=30.7
   1350: B    T18-E-W-1    50- 55   hrs=0.0333 mi= 1.449 mph=43.5
   1535: B     T2-N-W-1    15- 21   hrs=0.0333 mi= 1.319 mph=39.6
   1536: B     T2-S-W-1    45- 58   hrs=0.0833 mi= 3.382 mph=40.6
    678: B   TAGS-L-W-1    13- 16   hrs=0.0667 mi= 2.040 mph=30.6
   6309: B     U4-L-S-1    25- 35   hrs=0.1167 mi= 4.130 mph=35.4
   6310: B     U4-L-U-1    25- 35   hrs=0.1167 mi= 4.130 mph=35.4
   6305: B     U4-L-W-1    25- 35   hrs=0.1167 mi= 4.130 mph=35.4
   6306: B     U4-L-W-2    25- 35   hrs=0.1167 mi= 4.130 mph=35.4
   6308: B     U4-L-W-4    25- 35   hrs=0.1167 mi= 4.130 mph=35.4
   6316: B     U5-L-S-1     6- 22   hrs=0.1000 mi= 9.779 mph=97.8
   6317: B     U5-L-S-2     6- 22   hrs=0.1000 mi= 9.779 mph=97.8
   6318: B     U5-L-U-1     6- 22   hrs=0.1000 mi= 9.779 mph=97.8
   6319: B     U5-L-U-2     1- 13   hrs=0.1000 mi= 6.517 mph=65.2
   6320: B     U5-L-U-3     6- 22   hrs=0.1000 mi= 9.779 mph=97.8
   6312: B     U5-L-W-1     6- 22   hrs=0.0833 mi= 9.779 mph=117.3
   6313: B     U5-L-W-2     6- 22   hrs=0.0833 mi= 9.779 mph=117.3
   6314: B     U5-L-W-3     6- 22   hrs=0.0833 mi= 9.779 mph=117.3
   6315: B     U5-L-W-4     6- 22   hrs=0.1000 mi= 9.779 mph=97.8
   1440: B     U6-L-S-1     7- 24   hrs=0.1000 mi=10.163 mph=101.6
   1441: B     U6-L-S-2    56- 59   hrs=0.0167 mi= 2.563 mph=153.8
   1442: B     U6-L-U-1     7- 24   hrs=0.1000 mi=10.163 mph=101.6
   1443: B     U6-L-U-2    56- 59   hrs=0.0167 mi= 2.563 mph=153.8
   1437: B     U6-L-W-1     7- 24   hrs=0.1000 mi=10.163 mph=101.6
   1438: B     U6-L-W-4    56- 59   hrs=0.0333 mi= 2.563 mph=76.9
   1439: B     U6-L-W-5    24- 36   hrs=0.1000 mi= 4.573 mph=45.7
   1356: B    V14-E-W-1    27- 40   hrs=0.1333 mi= 4.558 mph=34.2
   1357: B    V14-E-W-2    27- 40   hrs=0.1333 mi= 4.558 mph=34.2
   1362: B    V14-W-W-2    43- 55   hrs=0.1000 mi= 4.431 mph=44.3
   1368: B    V15-E-S-1    32- 41   hrs=0.0667 mi= 2.497 mph=37.5
   1369: B    V15-E-S-2    32- 41   hrs=0.0667 mi= 2.497 mph=37.5
   1371: B    V15-W-S-1    28- 42   hrs=0.0667 mi= 2.608 mph=39.1
   1366: B    V15-E-W-1    32- 41   hrs=0.0667 mi= 2.497 mph=37.5
   1367: B    V15-E-W-2    32- 41   hrs=0.0667 mi= 2.497 mph=37.5
   1372: B     V5-N-W-1    29- 33   hrs=0.0833 mi= 2.992 mph=35.9
  16037: B     V7-E-S-1     1- 12   hrs=0.0833 mi= 3.596 mph=43.1
  16038: B     V7-E-U-1     1- 12   hrs=0.0833 mi= 3.596 mph=43.1
  16034: B     V7-E-W-1     1- 12   hrs=0.0667 mi= 3.596 mph=53.9
  16036: B     V7-E-W-3    20- 31   hrs=0.1167 mi= 3.596 mph=30.8
  16044: B     V8-E-S-1    17- 28   hrs=0.0833 mi= 3.596 mph=43.1
  16045: B     V8-E-U-1    17- 28   hrs=0.0833 mi= 3.596 mph=43.1
  16048: B     V9-E-W-1    20- 31   hrs=0.1167 mi= 3.596 mph=30.8
  32222: X    W13-N-W-1    66- 73   hrs=0.0833 mi= 7.504 mph=90.0
  32223: X    W13-N-W-2    39- 46   hrs=0.0833 mi= 7.504 mph=90.0
  32226: X    W13-S-W-1    15- 22   hrs=0.0833 mi= 7.574 mph=90.9
  32227: X    W13-S-W-2    15- 22   hrs=0.0833 mi= 7.574 mph=90.9
   1394: B    W15-N-W-1    24- 40   hrs=0.1500 mi= 4.832 mph=32.2
   1395: B    W15-S-W-1    23- 40   hrs=0.1667 mi= 5.452 mph=32.7
  37386: X    W19-N-W-1     1-  8   hrs=0.1833 mi= 6.561 mph=35.8
  37387: X    W19-N-W-2     1-  8   hrs=0.1667 mi= 6.561 mph=39.4
  37389: X    W19-S-W-1     3-  6   hrs=0.2833 mi=10.992 mph=38.8
  37390: X    W19-S-W-2     3-  6   hrs=0.3333 mi=10.659 mph=32.0
   6349: B     W2-W-S-1    32- 44   hrs=0.1167 mi= 3.742 mph=32.1
   6350: B     W2-W-S-2    34- 46   hrs=0.1167 mi= 3.742 mph=32.1
   6352: B     W2-W-S-4    31- 43   hrs=0.1167 mi= 3.742 mph=32.1
   6353: B     W2-W-S-5    32- 44   hrs=0.1167 mi= 3.742 mph=32.1
   6354: B     W2-W-U-1    32- 44   hrs=0.1167 mi= 3.742 mph=32.1
   6355: B     W2-W-U-2    34- 46   hrs=0.1167 mi= 3.742 mph=32.1
   6357: B     W2-W-U-4    32- 44   hrs=0.1167 mi= 3.742 mph=32.1
   6358: B     W2-W-U-5    32- 44   hrs=0.1167 mi= 3.742 mph=32.1
   6359: B     W2-W-U-6    34- 46   hrs=0.1167 mi= 3.742 mph=32.1
   1402: B     W3-W-S-1    45- 50   hrs=0.0667 mi= 2.596 mph=38.9
   1403: B     W3-W-S-2    45- 50   hrs=0.0667 mi= 2.596 mph=38.9
   1400: B     W3-W-W-1    45- 50   hrs=0.0667 mi= 2.596 mph=38.9
   1401: B     W3-W-W-2    45- 50   hrs=0.0667 mi= 2.596 mph=38.9
  16052: B     W4-N-S-1     1-  9   hrs=0.0833 mi= 2.768 mph=33.2
  16057: B     W4-S-S-1    77- 87   hrs=0.0833 mi= 3.508 mph=42.1
  16053: B     W4-N-U-1     1-  9   hrs=0.0833 mi= 2.768 mph=33.2
  16058: B     W4-S-U-1    77- 87   hrs=0.1000 mi= 3.508 mph=35.1
  16054: B     W4-S-W-1    77- 87   hrs=0.1167 mi= 3.508 mph=30.1
  16055: B     W4-S-W-2   100-110   hrs=0.1167 mi= 3.508 mph=30.1
   6376: B     W8-K-S-1    32- 42   hrs=0.1000 mi= 3.525 mph=35.3
   6378: B     W8-K-U-2    32- 42   hrs=0.1167 mi= 3.525 mph=30.2
  23582: B     Y7-N-S-1    14- 29   hrs=0.0833 mi= 2.825 mph=33.9
  23583: B     Y7-N-S-2    37- 52   hrs=0.0833 mi= 2.825 mph=33.9
  23589: B     Y8-N-S-1    66- 80   hrs=0.1000 mi= 4.147 mph=41.5
  23595: B     Y8-S-S-1     8- 19   hrs=0.1000 mi= 3.470 mph=34.7
  23591: B     Y8-N-U-1    52- 61   hrs=0.0667 mi= 2.458 mph=36.9
  23597: B     Y8-S-U-1     8- 19   hrs=0.0833 mi= 3.470 mph=41.6
  23588: B     Y8-N-W-1    61- 66   hrs=0.0333 mi= 1.177 mph=35.3
  23594: B     Y8-S-W-1     8- 19   hrs=0.1000 mi= 3.470 mph=34.7
  23602: B     Y9-N-S-1    62- 76   hrs=0.1000 mi= 4.147 mph=41.5
  23607: B     Y9-S-S-1     8- 19   hrs=0.1000 mi= 3.470 mph=34.7
  23603: B     Y9-N-U-1    52- 62   hrs=0.0833 mi= 2.896 mph=34.7
  23604: B     Y9-N-U-2    39- 53   hrs=0.1000 mi= 4.147 mph=41.5
  23608: B     Y9-S-U-1     8- 19   hrs=0.0833 mi= 3.470 mph=41.6
  23609: B     Y9-S-U-2     8- 19   hrs=0.1000 mi= 3.470 mph=34.7
  23600: B     Y9-N-W-1    29- 39   hrs=0.0833 mi= 2.896 mph=34.7
  23601: B     Y9-N-W-2    52- 62   hrs=0.0833 mi= 2.896 mph=34.7
  23606: B     Y9-S-W-1     8- 19   hrs=0.1000 mi= 3.470 mph=34.7
   1638: B    Z11-S-W-1     1- 19   hrs=0.1000 mi= 3.329 mph=33.3
   1406: B     Z2-N-W-1    16- 28   hrs=0.0667 mi= 2.145 mph=32.2
   1409: B     Z2-S-W-1    25- 42   hrs=0.1000 mi= 3.750 mph=37.5
   1410: B     Z2-S-W-2    44- 57   hrs=0.1167 mi= 5.552 mph=47.6
   1411: B     Z2-S-W-3     1- 15   hrs=0.0833 mi= 3.038 mph=36.5
   1412: B    Z29-N-W-1     7- 13   hrs=0.2333 mi= 8.176 mph=35.0
   1413: B    Z29-S-W-1     1-  8   hrs=0.2833 mi= 8.662 mph=30.6
   1414: B    Z29-S-W-2    24- 30   hrs=0.3167 mi=10.212 mph=32.2
   1415: B     Z6-N-W-1    64- 74   hrs=0.0500 mi= 1.914 mph=38.3
   1416: B     Z6-N-W-2    16- 28   hrs=0.0667 mi= 2.145 mph=32.2
   1417: B     Z6-S-W-1     1-  9   hrs=0.0667 mi= 2.079 mph=31.2
   1418: B     Z6-S-W-2     7- 24   hrs=0.1000 mi= 3.112 mph=31.1
   1617: B     Z8-N-S-1    16- 28   hrs=0.0667 mi= 2.145 mph=32.2
   1618: B     Z8-S-S-1    13- 20   hrs=0.0667 mi= 2.405 mph=36.1
   1620: B     Z8-N-U-2    16- 28   hrs=0.0667 mi= 2.145 mph=32.2
   1621: B     Z8-S-U-1    13- 20   hrs=0.0667 mi= 2.405 mph=36.1
   1622: B     Z8-N-W-1    16- 28   hrs=0.0667 mi= 2.145 mph=32.2
   1623: B     Z8-N-W-2    16- 28   hrs=0.0667 mi= 2.145 mph=32.2
   1624: B     Z8-N-W-3    39- 50   hrs=0.0667 mi= 2.797 mph=41.9
   1625: B     Z8-N-W-4    39- 48   hrs=0.0500 mi= 2.211 mph=44.2
   1627: B     Z8-N-W-6    39- 50   hrs=0.0667 mi= 2.797 mph=41.9
